company_id,company_name,sales_person_id,assigned_sales_person,company_size,industry,website_visits,demo_requested,source,response_time_hours,days_since_last_contact,converted
CMP-1021,Sterling Cooper,SP-02,Priya Menon,Mid,SaaS,17,Yes,Referral,1.5,2,1
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Enterprise,SaaS,6,No,Referral,63.4,5,0
CMP-1023,Gekko & Co,SP-02,Priya Menon,Small,SaaS,1,No,Organic,13.3,8,0
CMP-1024,Oscorp Industries,SP-03,Arjun Nair,Small,Healthcare,1,No,Cold Outreach,20.6,9,0
CMP-1025,Vandelay Industries,SP-02,Priya Menon,Small,SaaS,6,No,Referral,12.5,2,1
CMP-1026,Bluth Company,SP-03,Arjun Nair,Small,Healthcare,28,No,Referral,27.1,12,1
CMP-1027,Sloan & Partners,SP-02,Priya Menon,Small,SaaS,3,No,Organic,24.1,10,0
CMP-1028,Summit Solutions,SP-05,Karthik S,Mid,Finance,10,No,Referral,3.5,1,1
CMP-1029,Nexus Logistics,SP-03,Arjun Nair,Enterprise,Healthcare,7,No,Organic,36.3,2,0
CMP-1030,Pinnacle Capital,SP-05,Karthik S,Mid,Finance,1,No,Organic,45.7,32,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Mid,SaaS,6,No,Paid,11.8,3,0
CMP-1032,Cascade Retail,SP-02,Priya Menon,Small,SaaS,53,No,Organic,18.2,21,1
CMP-1033,Omni Consumer Products,SP-04,Divya Reddy,Mid,Manufacturing,5,No,Paid,26.8,12,0
CMP-1034,Virtucon,SP-03,Arjun Nair,Small,Healthcare,11,No,Organic,28.9,15,1
CMP-1035,Ansel Manufacturing,SP-04,Divya Reddy,Mid,Manufacturing,3,Yes,Referral,8.0,6,1
CMP-1001,Davis and Sons,SP-02,Priya Menon,Enterprise,SaaS,40,Yes,Organic,15.6,9,1
CMP-1002,Blake and Sons,SP-02,Priya Menon,Small,SaaS,11,No,Organic,6.4,11,1
CMP-1003,Doyle Ltd,SP-05,Karthik S,Small,Finance,4,No,Referral,22.8,23,1
CMP-1004,Hernandez Ltd,SP-04,Divya Reddy,Mid,Manufacturing,13,No,Paid,5.1,13,0
CMP-1005,Diaz-Frederick,SP-01,Rahul Kumar,Small,Retail,5,Yes,Organic,34.9,13,0
CMP-1006,CloudNine SaaS,SP-05,Karthik S,Mid,Finance,8,No,Referral,65.5,3,0
CMP-1007,Acme Corp,SP-01,Rahul Kumar,Mid,Retail,1,No,Paid,16.9,2,0
CMP-1008,Globex Corporation,SP-05,Karthik S,Enterprise,Finance,7,Yes,Paid,51.6,6,1
CMP-1009,Initech LLC,SP-05,Karthik S,Mid,Finance,1,No,Referral,67.7,11,1
CMP-1010,Umbrella Corp,SP-05,Karthik S,Small,Finance,11,No,Referral,9.9,2,0
CMP-1011,Veer Technologies,SP-04,Divya Reddy,Small,Manufacturing,1,No,Organic,21.7,21,0
CMP-1012,Pied Piper,SP-04,Divya Reddy,Small,Manufacturing,1,No,Paid,57.3,6,0
CMP-1013,Hooli Inc,SP-02,Priya Menon,Small,SaaS,11,Yes,Paid,67.3,15,0
CMP-1014,Stark Industries,SP-02,Priya Menon,Enterprise,SaaS,12,No,Paid,36.7,4,1
CMP-1015,Wayne Enterprises,SP-01,Rahul Kumar,Small,Retail,3,No,Cold Outreach,1.0,6,0
CMP-1016,Soylent Corp,SP-01,Rahul Kumar,Mid,Retail,8,No,Referral,72.2,1,1
CMP-1017,Wonka Industries,SP-04,Divya Reddy,Small,Manufacturing,2,No,Organic,24.8,5,0
CMP-1018,Cyberdyne Systems,SP-01,Rahul Kumar,Mid,Retail,3,No,Paid,1.2,18,0
CMP-1019,Tyrell Corporation,SP-05,Karthik S,Mid,Finance,10,No,Referral,24.0,16,1
CMP-1020,Aperture Science,SP-01,Rahul Kumar,Small,Retail,12,Yes,Paid,23.6,9,1
CMP-1021,Sterling Cooper,SP-03,Arjun Nair,Small,Healthcare,9,Yes,Referral,26.4,1,1
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Small,SaaS,6,Yes,Organic,12.2,8,1
CMP-1023,Gekko & Co,SP-04,Divya Reddy,Small,Manufacturing,9,Yes,Organic,1.8,9,1
CMP-1024,Oscorp Industries,SP-03,Arjun Nair,Enterprise,Healthcare,1,Yes,Cold Outreach,1.1,3,1
CMP-1025,Vandelay Industries,SP-02,Priya Menon,Mid,SaaS,23,Yes,Cold Outreach,1.9,2,1
CMP-1026,Bluth Company,SP-03,Arjun Nair,Small,Healthcare,6,No,Organic,27.7,30,0
CMP-1027,Sloan & Partners,SP-03,Arjun Nair,Small,Healthcare,1,No,Organic,24.6,6,0
CMP-1028,Summit Solutions,SP-02,Priya Menon,Small,SaaS,3,Yes,Paid,75.4,10,1
CMP-1029,Nexus Logistics,SP-05,Karthik S,Small,Finance,2,Yes,Organic,38.3,12,1
CMP-1030,Pinnacle Capital,SP-01,Rahul Kumar,Mid,Retail,4,No,Organic,36.6,49,0
CMP-1031,Horizon Healthcare,SP-04,Divya Reddy,Enterprise,Manufacturing,7,No,Organic,91.8,2,1
CMP-1032,Cascade Retail,SP-04,Divya Reddy,Small,Manufacturing,11,No,Paid,39.1,21,0
CMP-1033,Omni Consumer Products,SP-02,Priya Menon,Mid,SaaS,10,No,Paid,17.6,57,0
CMP-1034,Virtucon,SP-05,Karthik S,Mid,Finance,3,No,Organic,50.8,24,1
CMP-1035,Ansel Manufacturing,SP-05,Karthik S,Small,Finance,8,No,Referral,10.6,10,0
CMP-1001,Davis and Sons,SP-05,Karthik S,Small,Finance,11,Yes,Referral,32.5,1,1
CMP-1002,Blake and Sons,SP-03,Arjun Nair,Mid,Healthcare,15,No,Organic,38.2,14,0
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Mid,SaaS,7,No,Organic,17.3,4,0
CMP-1004,Hernandez Ltd,SP-02,Priya Menon,Mid,SaaS,1,No,Referral,68.1,2,0
CMP-1005,Diaz-Frederick,SP-03,Arjun Nair,Small,Healthcare,7,No,Referral,54.5,3,0
CMP-1006,CloudNine SaaS,SP-03,Arjun Nair,Enterprise,Healthcare,11,No,Cold Outreach,13.5,14,1
CMP-1007,Acme Corp,SP-02,Priya Menon,Mid,SaaS,3,Yes,Organic,8.8,9,1
CMP-1008,Globex Corporation,SP-03,Arjun Nair,Small,Healthcare,2,Yes,Organic,17.5,3,1
CMP-1009,Initech LLC,SP-04,Divya Reddy,Small,Manufacturing,13,No,Organic,38.5,27,0
CMP-1010,Umbrella Corp,SP-01,Rahul Kumar,Small,Retail,10,No,Paid,27.3,27,1
CMP-1011,Veer Technologies,SP-02,Priya Menon,Mid,SaaS,1,Yes,Cold Outreach,54.6,3,1
CMP-1012,Pied Piper,SP-01,Rahul Kumar,Small,Retail,14,Yes,Paid,34.1,15,1
CMP-1013,Hooli Inc,SP-02,Priya Menon,Small,SaaS,13,No,Cold Outreach,8.7,16,0
CMP-1014,Stark Industries,SP-01,Rahul Kumar,Mid,Retail,2,No,Paid,31.4,9,0
CMP-1015,Wayne Enterprises,SP-05,Karthik S,Mid,Finance,13,No,Paid,6.3,6,0
CMP-1016,Soylent Corp,SP-04,Divya Reddy,Small,Manufacturing,6,No,Cold Outreach,54.6,19,0
CMP-1017,Wonka Industries,SP-05,Karthik S,Enterprise,Finance,1,No,Paid,2.8,3,0
CMP-1018,Cyberdyne Systems,SP-01,Rahul Kumar,Enterprise,Retail,24,No,Paid,34.7,2,1
CMP-1019,Tyrell Corporation,SP-03,Arjun Nair,Enterprise,Healthcare,9,No,Paid,17.1,2,0
CMP-1020,Aperture Science,SP-01,Rahul Kumar,Enterprise,Retail,37,No,Organic,26.1,14,1
CMP-1021,Sterling Cooper,SP-05,Karthik S,Enterprise,Finance,2,No,Cold Outreach,32.5,12,0
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Enterprise,SaaS,16,No,Organic,45.4,5,0
CMP-1023,Gekko & Co,SP-03,Arjun Nair,Enterprise,Healthcare,16,No,Organic,22.3,7,1
CMP-1024,Oscorp Industries,SP-04,Divya Reddy,Enterprise,Manufacturing,22,No,Organic,28.7,5,0
CMP-1025,Vandelay Industries,SP-02,Priya Menon,Mid,SaaS,27,Yes,Paid,78.1,12,1
CMP-1026,Bluth Company,SP-02,Priya Menon,Small,SaaS,5,No,Cold Outreach,12.0,2,0
CMP-1027,Sloan & Partners,SP-01,Rahul Kumar,Mid,Retail,6,No,Paid,17.6,6,0
CMP-1028,Summit Solutions,SP-03,Arjun Nair,Mid,Healthcare,49,Yes,Organic,1.8,11,1
CMP-1029,Nexus Logistics,SP-05,Karthik S,Small,Finance,3,No,Referral,25.1,6,0
CMP-1030,Pinnacle Capital,SP-04,Divya Reddy,Small,Manufacturing,5,No,Paid,131.0,6,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Small,SaaS,7,Yes,Organic,0.5,25,0
CMP-1032,Cascade Retail,SP-02,Priya Menon,Mid,SaaS,1,No,Organic,63.4,6,0
CMP-1033,Omni Consumer Products,SP-05,Karthik S,Mid,Finance,12,No,Paid,2.8,1,1
CMP-1034,Virtucon,SP-02,Priya Menon,Small,SaaS,1,No,Organic,38.9,5,0
CMP-1035,Ansel Manufacturing,SP-03,Arjun Nair,Mid,Healthcare,25,Yes,Cold Outreach,36.1,7,0
CMP-1001,Davis and Sons,SP-01,Rahul Kumar,Mid,Retail,4,No,Referral,116.3,20,0
CMP-1002,Blake and Sons,SP-05,Karthik S,Mid,Finance,7,Yes,Organic,41.0,5,0
CMP-1003,Doyle Ltd,SP-05,Karthik S,Small,Finance,4,Yes,Organic,5.0,9,1
CMP-1004,Hernandez Ltd,SP-05,Karthik S,Small,Finance,29,No,Cold Outreach,9.6,2,1
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Small,SaaS,5,Yes,Organic,36.7,2,1
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Small,SaaS,3,No,Cold Outreach,18.9,1,1
CMP-1007,Acme Corp,SP-01,Rahul Kumar,Small,Retail,24,Yes,Organic,17.2,15,0
CMP-1008,Globex Corporation,SP-04,Divya Reddy,Enterprise,Manufacturing,3,Yes,Cold Outreach,8.2,5,1
CMP-1009,Initech LLC,SP-02,Priya Menon,Mid,SaaS,3,No,Referral,16.8,16,1
CMP-1010,Umbrella Corp,SP-02,Priya Menon,Mid,SaaS,2,No,Paid,12.8,1,0
CMP-1011,Veer Technologies,SP-01,Rahul Kumar,Enterprise,Retail,1,Yes,Paid,12.0,30,1
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,6,No,Cold Outreach,10.1,10,0
CMP-1013,Hooli Inc,SP-01,Rahul Kumar,Small,Retail,27,No,Cold Outreach,39.6,1,0
CMP-1014,Stark Industries,SP-03,Arjun Nair,Small,Healthcare,2,No,Paid,40.4,5,0
CMP-1015,Wayne Enterprises,SP-02,Priya Menon,Small,SaaS,13,No,Organic,28.6,5,1
CMP-1016,Soylent Corp,SP-05,Karthik S,Small,Finance,3,Yes,Cold Outreach,51.6,5,1
CMP-1017,Wonka Industries,SP-03,Arjun Nair,Small,Healthcare,1,No,Paid,6.6,5,0
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Small,SaaS,30,Yes,Organic,15.9,2,1
CMP-1019,Tyrell Corporation,SP-02,Priya Menon,Enterprise,SaaS,3,No,Cold Outreach,19.0,22,0
CMP-1020,Aperture Science,SP-02,Priya Menon,Mid,SaaS,30,No,Organic,11.2,15,0
CMP-1021,Sterling Cooper,SP-04,Divya Reddy,Enterprise,Manufacturing,26,Yes,Referral,7.1,7,1
CMP-1022,Dunder Mifflin,SP-01,Rahul Kumar,Mid,Retail,6,No,Paid,14.1,7,0
CMP-1023,Gekko & Co,SP-03,Arjun Nair,Enterprise,Healthcare,21,No,Referral,13.6,19,1
CMP-1024,Oscorp Industries,SP-01,Rahul Kumar,Mid,Retail,17,No,Referral,44.8,6,0
CMP-1025,Vandelay Industries,SP-03,Arjun Nair,Small,Healthcare,17,No,Paid,24.2,3,0
CMP-1026,Bluth Company,SP-02,Priya Menon,Mid,SaaS,17,No,Organic,5.8,35,0
CMP-1027,Sloan & Partners,SP-05,Karthik S,Enterprise,Finance,28,No,Paid,29.5,3,1
CMP-1028,Summit Solutions,SP-02,Priya Menon,Small,SaaS,1,No,Organic,6.7,11,1
CMP-1029,Nexus Logistics,SP-02,Priya Menon,Mid,SaaS,12,No,Referral,35.2,38,0
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Small,Healthcare,28,Yes,Organic,9.5,17,1
CMP-1031,Horizon Healthcare,SP-05,Karthik S,Small,Finance,5,No,Cold Outreach,2.2,15,0
CMP-1032,Cascade Retail,SP-05,Karthik S,Small,Finance,15,No,Organic,24.2,3,0
CMP-1033,Omni Consumer Products,SP-05,Karthik S,Small,Finance,24,No,Referral,13.7,31,1
CMP-1034,Virtucon,SP-03,Arjun Nair,Enterprise,Healthcare,1,No,Organic,3.1,4,0
CMP-1035,Ansel Manufacturing,SP-03,Arjun Nair,Mid,Healthcare,6,No,Organic,84.0,14,0
CMP-1001,Davis and Sons,SP-03,Arjun Nair,Mid,Healthcare,14,No,Organic,22.1,7,0
CMP-1002,Blake and Sons,SP-03,Arjun Nair,Small,Healthcare,20,Yes,Organic,2.1,6,1
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Small,SaaS,6,No,Referral,61.4,7,0
CMP-1004,Hernandez Ltd,SP-02,Priya Menon,Mid,SaaS,5,No,Paid,0.5,9,1
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Mid,SaaS,9,No,Cold Outreach,6.5,7,0
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Small,SaaS,4,Yes,Cold Outreach,16.9,15,0
CMP-1007,Acme Corp,SP-02,Priya Menon,Mid,SaaS,1,No,Organic,3.0,1,0
CMP-1008,Globex Corporation,SP-02,Priya Menon,Enterprise,SaaS,1,No,Paid,20.7,9,0
CMP-1009,Initech LLC,SP-02,Priya Menon,Small,SaaS,2,No,Paid,81.3,36,0
CMP-1010,Umbrella Corp,SP-04,Divya Reddy,Mid,Manufacturing,12,No,Organic,15.8,15,0
CMP-1011,Veer Technologies,SP-01,Rahul Kumar,Small,Retail,8,No,Organic,22.6,8,0
CMP-1012,Pied Piper,SP-01,Rahul Kumar,Small,Retail,9,Yes,Referral,0.5,34,1
CMP-1013,Hooli Inc,SP-02,Priya Menon,Mid,SaaS,33,No,Referral,3.2,9,0
CMP-1014,Stark Industries,SP-01,Rahul Kumar,Small,Retail,28,No,Referral,3.4,4,0
CMP-1015,Wayne Enterprises,SP-04,Divya Reddy,Enterprise,Manufacturing,5,Yes,Referral,33.9,7,1
CMP-1016,Soylent Corp,SP-02,Priya Menon,Mid,SaaS,8,Yes,Paid,100.2,3,1
CMP-1017,Wonka Industries,SP-04,Divya Reddy,Small,Manufacturing,11,Yes,Paid,0.8,6,0
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Enterprise,SaaS,30,No,Paid,42.5,2,0
CMP-1019,Tyrell Corporation,SP-01,Rahul Kumar,Mid,Retail,6,No,Referral,7.7,5,0
CMP-1020,Aperture Science,SP-01,Rahul Kumar,Mid,Retail,20,No,Organic,1.6,5,0
CMP-1021,Sterling Cooper,SP-01,Rahul Kumar,Small,Retail,16,No,Referral,11.4,17,0
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Enterprise,SaaS,3,No,Cold Outreach,33.9,6,0
CMP-1023,Gekko & Co,SP-04,Divya Reddy,Small,Manufacturing,1,Yes,Organic,15.4,2,1
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Small,SaaS,26,Yes,Referral,21.9,11,1
CMP-1025,Vandelay Industries,SP-05,Karthik S,Mid,Finance,1,No,Paid,26.0,1,0
CMP-1026,Bluth Company,SP-05,Karthik S,Enterprise,Finance,29,No,Paid,20.9,16,0
CMP-1027,Sloan & Partners,SP-05,Karthik S,Mid,Finance,41,No,Paid,2.1,20,0
CMP-1028,Summit Solutions,SP-03,Arjun Nair,Small,Healthcare,26,Yes,Paid,42.0,9,1
CMP-1029,Nexus Logistics,SP-03,Arjun Nair,Enterprise,Healthcare,8,No,Organic,8.7,3,0
CMP-1030,Pinnacle Capital,SP-04,Divya Reddy,Small,Manufacturing,4,Yes,Paid,9.7,29,0
CMP-1031,Horizon Healthcare,SP-05,Karthik S,Enterprise,Finance,27,No,Organic,29.7,42,1
CMP-1032,Cascade Retail,SP-04,Divya Reddy,Small,Manufacturing,3,Yes,Organic,0.5,15,1
CMP-1033,Omni Consumer Products,SP-03,Arjun Nair,Mid,Healthcare,1,No,Paid,0.5,15,1
CMP-1034,Virtucon,SP-03,Arjun Nair,Small,Healthcare,6,No,Paid,53.8,5,0
CMP-1035,Ansel Manufacturing,SP-01,Rahul Kumar,Enterprise,Retail,8,Yes,Paid,76.6,2,0
CMP-1001,Davis and Sons,SP-02,Priya Menon,Small,SaaS,81,Yes,Paid,20.7,1,1
CMP-1002,Blake and Sons,SP-03,Arjun Nair,Small,Healthcare,5,Yes,Organic,8.7,34,1
CMP-1003,Doyle Ltd,SP-03,Arjun Nair,Small,Healthcare,1,No,Cold Outreach,71.1,1,0
CMP-1004,Hernandez Ltd,SP-03,Arjun Nair,Enterprise,Healthcare,4,No,Organic,28.3,14,1
CMP-1005,Diaz-Frederick,SP-03,Arjun Nair,Small,Healthcare,7,Yes,Paid,91.0,20,0
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Mid,SaaS,15,No,Paid,111.2,10,0
CMP-1007,Acme Corp,SP-02,Priya Menon,Mid,SaaS,6,No,Paid,36.5,7,0
CMP-1008,Globex Corporation,SP-05,Karthik S,Mid,Finance,4,Yes,Cold Outreach,16.9,4,1
CMP-1009,Initech LLC,SP-03,Arjun Nair,Mid,Healthcare,41,No,Paid,47.8,2,0
CMP-1010,Umbrella Corp,SP-03,Arjun Nair,Enterprise,Healthcare,6,Yes,Referral,14.7,6,0
CMP-1011,Veer Technologies,SP-01,Rahul Kumar,Small,Retail,4,No,Cold Outreach,54.2,34,0
CMP-1012,Pied Piper,SP-03,Arjun Nair,Small,Healthcare,4,No,Referral,1.3,1,0
CMP-1013,Hooli Inc,SP-05,Karthik S,Small,Finance,5,Yes,Paid,8.9,37,0
CMP-1014,Stark Industries,SP-03,Arjun Nair,Small,Healthcare,4,No,Cold Outreach,30.2,10,0
CMP-1015,Wayne Enterprises,SP-02,Priya Menon,Mid,SaaS,17,Yes,Referral,44.2,1,1
CMP-1016,Soylent Corp,SP-02,Priya Menon,Mid,SaaS,37,Yes,Organic,5.3,5,1
CMP-1017,Wonka Industries,SP-02,Priya Menon,Mid,SaaS,4,Yes,Organic,12.7,13,1
CMP-1018,Cyberdyne Systems,SP-05,Karthik S,Small,Finance,38,No,Cold Outreach,6.6,1,0
CMP-1019,Tyrell Corporation,SP-03,Arjun Nair,Small,Healthcare,24,No,Referral,10.7,12,0
CMP-1020,Aperture Science,SP-04,Divya Reddy,Small,Manufacturing,7,No,Organic,28.4,15,0
CMP-1021,Sterling Cooper,SP-02,Priya Menon,Enterprise,SaaS,16,No,Paid,104.9,3,1
CMP-1022,Dunder Mifflin,SP-01,Rahul Kumar,Mid,Retail,17,No,Organic,7.7,7,0
CMP-1023,Gekko & Co,SP-01,Rahul Kumar,Mid,Retail,12,No,Referral,1.3,3,0
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Small,SaaS,5,Yes,Paid,15.0,2,0
CMP-1025,Vandelay Industries,SP-04,Divya Reddy,Enterprise,Manufacturing,18,No,Organic,35.0,2,1
CMP-1026,Bluth Company,SP-03,Arjun Nair,Enterprise,Healthcare,8,No,Referral,0.8,11,1
CMP-1027,Sloan & Partners,SP-02,Priya Menon,Small,SaaS,2,No,Paid,38.0,2,0
CMP-1028,Summit Solutions,SP-01,Rahul Kumar,Small,Retail,8,Yes,Paid,25.2,21,1
CMP-1029,Nexus Logistics,SP-02,Priya Menon,Mid,SaaS,1,Yes,Organic,3.5,4,1
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Enterprise,Healthcare,15,Yes,Cold Outreach,32.0,4,1
CMP-1031,Horizon Healthcare,SP-01,Rahul Kumar,Small,Retail,4,No,Organic,0.6,12,0
CMP-1032,Cascade Retail,SP-01,Rahul Kumar,Enterprise,Retail,1,No,Cold Outreach,24.9,11,0
CMP-1033,Omni Consumer Products,SP-01,Rahul Kumar,Mid,Retail,7,Yes,Cold Outreach,10.8,18,1
CMP-1034,Virtucon,SP-02,Priya Menon,Mid,SaaS,8,No,Paid,24.6,4,0
CMP-1035,Ansel Manufacturing,SP-01,Rahul Kumar,Small,Retail,8,No,Paid,27.5,11,0
CMP-1001,Davis and Sons,SP-05,Karthik S,Small,Finance,13,Yes,Organic,21.9,21,0
CMP-1002,Blake and Sons,SP-05,Karthik S,Small,Finance,14,No,Organic,6.7,6,1
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Enterprise,SaaS,3,Yes,Referral,58.1,18,1
CMP-1004,Hernandez Ltd,SP-04,Divya Reddy,Small,Manufacturing,6,No,Paid,2.3,15,0
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Small,SaaS,1,No,Organic,44.0,1,0
CMP-1006,CloudNine SaaS,SP-04,Divya Reddy,Mid,Manufacturing,6,No,Paid,7.7,1,0
CMP-1007,Acme Corp,SP-03,Arjun Nair,Mid,Healthcare,14,Yes,Referral,10.4,2,1
CMP-1008,Globex Corporation,SP-01,Rahul Kumar,Mid,Retail,12,Yes,Cold Outreach,2.7,17,0
CMP-1009,Initech LLC,SP-04,Divya Reddy,Mid,Manufacturing,22,Yes,Referral,33.0,20,1
CMP-1010,Umbrella Corp,SP-05,Karthik S,Mid,Finance,1,No,Cold Outreach,4.4,13,0
CMP-1011,Veer Technologies,SP-05,Karthik S,Small,Finance,3,Yes,Cold Outreach,34.1,7,1
CMP-1012,Pied Piper,SP-03,Arjun Nair,Small,Healthcare,3,No,Organic,21.6,15,0
CMP-1013,Hooli Inc,SP-05,Karthik S,Small,Finance,5,Yes,Cold Outreach,10.5,9,0
CMP-1014,Stark Industries,SP-02,Priya Menon,Enterprise,SaaS,2,No,Cold Outreach,57.0,2,1
CMP-1015,Wayne Enterprises,SP-01,Rahul Kumar,Mid,Retail,5,Yes,Referral,8.7,1,1
CMP-1016,Soylent Corp,SP-05,Karthik S,Small,Finance,2,Yes,Referral,24.7,3,1
CMP-1017,Wonka Industries,SP-01,Rahul Kumar,Small,Retail,6,No,Cold Outreach,18.5,12,0
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Mid,SaaS,8,No,Organic,20.2,18,1
CMP-1019,Tyrell Corporation,SP-03,Arjun Nair,Small,Healthcare,47,No,Referral,27.9,3,1
CMP-1020,Aperture Science,SP-04,Divya Reddy,Small,Manufacturing,6,No,Cold Outreach,13.5,6,0
CMP-1021,Sterling Cooper,SP-01,Rahul Kumar,Mid,Retail,3,No,Cold Outreach,32.1,3,0
CMP-1022,Dunder Mifflin,SP-01,Rahul Kumar,Small,Retail,16,Yes,Referral,30.5,1,1
CMP-1023,Gekko & Co,SP-02,Priya Menon,Mid,SaaS,4,No,Cold Outreach,12.5,10,0
CMP-1024,Oscorp Industries,SP-01,Rahul Kumar,Small,Retail,21,No,Organic,5.7,4,0
CMP-1025,Vandelay Industries,SP-01,Rahul Kumar,Enterprise,Retail,20,Yes,Paid,91.0,34,1
CMP-1026,Bluth Company,SP-02,Priya Menon,Small,SaaS,21,No,Organic,2.2,5,1
CMP-1027,Sloan & Partners,SP-05,Karthik S,Mid,Finance,52,No,Organic,7.9,1,0
CMP-1028,Summit Solutions,SP-03,Arjun Nair,Small,Healthcare,9,No,Cold Outreach,14.2,13,0
CMP-1029,Nexus Logistics,SP-05,Karthik S,Small,Finance,1,No,Referral,18.4,56,0
CMP-1030,Pinnacle Capital,SP-05,Karthik S,Enterprise,Finance,11,No,Referral,12.7,10,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Small,SaaS,1,No,Organic,6.5,3,0
CMP-1032,Cascade Retail,SP-03,Arjun Nair,Small,Healthcare,39,No,Organic,47.8,6,1
CMP-1033,Omni Consumer Products,SP-02,Priya Menon,Small,SaaS,11,No,Organic,17.5,1,0
CMP-1034,Virtucon,SP-05,Karthik S,Mid,Finance,4,No,Referral,21.3,3,0
CMP-1035,Ansel Manufacturing,SP-04,Divya Reddy,Mid,Manufacturing,4,No,Paid,26.6,6,0
CMP-1001,Davis and Sons,SP-03,Arjun Nair,Small,Healthcare,66,No,Paid,16.0,9,1
CMP-1002,Blake and Sons,SP-05,Karthik S,Enterprise,Finance,11,No,Referral,5.1,7,1
CMP-1003,Doyle Ltd,SP-05,Karthik S,Enterprise,Finance,10,No,Cold Outreach,18.8,2,0
CMP-1004,Hernandez Ltd,SP-03,Arjun Nair,Small,Healthcare,19,Yes,Paid,4.3,6,0
CMP-1005,Diaz-Frederick,SP-05,Karthik S,Mid,Finance,2,No,Paid,26.3,4,0
CMP-1006,CloudNine SaaS,SP-01,Rahul Kumar,Small,Retail,13,Yes,Organic,30.3,15,0
CMP-1007,Acme Corp,SP-01,Rahul Kumar,Mid,Retail,5,Yes,Organic,106.2,5,1
CMP-1008,Globex Corporation,SP-02,Priya Menon,Mid,SaaS,4,No,Organic,6.4,1,1
CMP-1009,Initech LLC,SP-05,Karthik S,Enterprise,Finance,1,No,Paid,41.9,2,0
CMP-1010,Umbrella Corp,SP-03,Arjun Nair,Mid,Healthcare,12,No,Organic,11.0,15,1
CMP-1011,Veer Technologies,SP-01,Rahul Kumar,Small,Retail,18,No,Paid,54.7,24,0
CMP-1012,Pied Piper,SP-04,Divya Reddy,Enterprise,Manufacturing,3,No,Referral,45.6,4,1
CMP-1013,Hooli Inc,SP-02,Priya Menon,Small,SaaS,11,No,Paid,0.5,33,0
CMP-1014,Stark Industries,SP-02,Priya Menon,Small,SaaS,33,No,Referral,41.5,1,1
CMP-1015,Wayne Enterprises,SP-05,Karthik S,Mid,Finance,14,No,Organic,34.8,7,0
CMP-1016,Soylent Corp,SP-02,Priya Menon,Mid,SaaS,12,Yes,Cold Outreach,78.7,8,1
CMP-1017,Wonka Industries,SP-02,Priya Menon,Mid,SaaS,21,No,Cold Outreach,16.7,7,1
CMP-1018,Cyberdyne Systems,SP-03,Arjun Nair,Small,Healthcare,2,No,Paid,46.1,20,0
CMP-1019,Tyrell Corporation,SP-02,Priya Menon,Small,SaaS,2,No,Cold Outreach,2.6,10,0
CMP-1020,Aperture Science,SP-02,Priya Menon,Mid,SaaS,4,No,Referral,49.7,2,1
CMP-1021,Sterling Cooper,SP-02,Priya Menon,Mid,SaaS,3,No,Paid,34.1,2,0
CMP-1022,Dunder Mifflin,SP-01,Rahul Kumar,Enterprise,Retail,37,No,Paid,12.0,19,0
CMP-1023,Gekko & Co,SP-05,Karthik S,Mid,Finance,22,No,Cold Outreach,9.7,7,0
CMP-1024,Oscorp Industries,SP-04,Divya Reddy,Small,Manufacturing,5,Yes,Paid,6.6,30,0
CMP-1025,Vandelay Industries,SP-05,Karthik S,Small,Finance,1,No,Paid,18.9,9,0
CMP-1026,Bluth Company,SP-01,Rahul Kumar,Small,Retail,4,Yes,Paid,14.7,15,0
CMP-1027,Sloan & Partners,SP-02,Priya Menon,Mid,SaaS,18,No,Paid,19.9,3,1
CMP-1028,Summit Solutions,SP-01,Rahul Kumar,Small,Retail,25,No,Organic,30.8,4,1
CMP-1029,Nexus Logistics,SP-02,Priya Menon,Small,SaaS,2,Yes,Paid,69.1,38,0
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Enterprise,Healthcare,15,No,Organic,108.5,4,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Small,SaaS,91,No,Organic,37.1,8,0
